Time:2022-12-08
{login=hengyunabc, contributions=1265}
{comments=1, state=closed, durationTime=0 Days 14 Hours 6 Minutes 20 Seconds}
{comments=1, state=closed, durationTime=51 Days 6 Hours 34 Minutes 2 Seconds}
{comments=1, state=closed, durationTime=0 Days 4 Hours 51 Minutes 52 Seconds}
{comments=1, state=closed, durationTime=0 Days 10 Hours 10 Minutes 49 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 10 Minutes 12 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 0 Hours 6 Minutes 8 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 0 Hours 51 Minutes 36 Seconds}
{comments=1, state=closed, durationTime=23 Days 17 Hours 27 Minutes 48 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 3 Hours 34 Minutes 51 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 0 Hours 13 Minutes 5 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 49 Minutes 13 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=1 Days 11 Hours 11 Minutes 38 Seconds}
{comments=1, state=closed, durationTime=0 Days 16 Hours 24 Minutes 42 Seconds}
{comments=1, state=closed, durationTime=0 Days 6 Hours 29 Minutes 2 Seconds}
{comments=1, state=closed, durationTime=3 Days 3 Hours 49 Minutes 29 Seconds}
{comments=1, state=closed, durationTime=0 Days 2 Hours 22 Minutes 59 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 3 Minutes 19 Seconds}
{comments=1, state=closed, durationTime=5 Days 14 Hours 50 Minutes 9 Seconds}
{comments=1, state=closed, durationTime=0 Days 1 Hours 39 Minutes 52 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 18 Minutes 17 Seconds}
{comments=1, state=closed, durationTime=0 Days 3 Hours 40 Minutes 33 Seconds}
{comments=1, state=closed, durationTime=3 Days 10 Hours 36 Minutes 59 Seconds}
{comments=1, state=closed, durationTime=0 Days 14 Hours 12 Minutes 17 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 56 Minutes 29 Seconds}
{comments=1, state=closed, durationTime=11 Days 0 Hours 27 Minutes 56 Seconds}
{comments=1, state=closed, durationTime=0 Days 7 Hours 7 Minutes 29 Seconds}
{comments=1, state=closed, durationTime=6 Days 22 Hours 39 Minutes 3 Seconds}
{comments=1, state=closed, durationTime=8 Days 9 Hours 37 Minutes 6 Seconds}
{comments=1, state=closed, durationTime=0 Days 4 Hours 27 Minutes 8 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=17 Days 6 Hours 50 Minutes 41 Seconds}
{comments=1, state=closed, durationTime=18 Days 5 Hours 18 Minutes 36 Seconds}
{comments=1, state=closed, durationTime=18 Days 18 Hours 3 Minutes 20 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 30 Minutes 40 Seconds}
{comments=1, state=closed, durationTime=17 Days 12 Hours 8 Minutes 18 Seconds}
{comments=1, state=closed, durationTime=23 Days 13 Hours 50 Minutes 20 Seconds}
{comments=1, state=closed, durationTime=23 Days 12 Hours 33 Minutes 47 Seconds}
{comments=1, state=closed, durationTime=24 Days 6 Hours 28 Minutes 6 Seconds}
{comments=1, state=closed, durationTime=31 Days 3 Hours 53 Minutes 4 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 1 Minutes 46 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=1 Days 3 Hours 43 Minutes 24 Seconds}
{comments=1, state=closed, durationTime=34 Days 22 Hours 8 Minutes 39 Seconds}
{comments=1, state=closed, durationTime=38 Days 3 Hours 9 Minutes 2 Seconds}
{comments=1, state=closed, durationTime=3 Days 14 Hours 8 Minutes 21 Seconds}
{comments=1, state=closed, durationTime=39 Days 9 Hours 12 Minutes 39 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 19 Minutes 58 Seconds}
{comments=1, state=closed, durationTime=0 Days 12 Hours 8 Minutes 22 Seconds}
{comments=1, state=closed, durationTime=0 Days 3 Hours 27 Minutes 22 Seconds}
{comments=1, state=closed, durationTime=41 Days 3 Hours 42 Minutes 57 Seconds}
{comments=1, state=closed, durationTime=41 Days 3 Hours 49 Minutes 20 Seconds}
{comments=1, state=closed, durationTime=41 Days 7 Hours 4 Minutes 32 Seconds}
{comments=1, state=closed, durationTime=45 Days 9 Hours 28 Minutes 51 Seconds}
{comments=1, state=closed, durationTime=1 Days 9 Hours 14 Minutes 28 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=2 Days 4 Hours 24 Minutes 20 Seconds}
{comments=1, state=closed, durationTime=2 Days 6 Hours 3 Minutes 16 Seconds}
{comments=1, state=closed, durationTime=47 Days 3 Hours 0 Minutes 48 Seconds}
{comments=1, state=closed, durationTime=5 Days 21 Hours 45 Minutes 53 Seconds}
{comments=1, state=closed, durationTime=2 Days 2 Hours 43 Minutes 41 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=158 Days 23 Hours 6 Minutes 31 Seconds}
{comments=1, state=closed, durationTime=63 Days 0 Hours 45 Minutes 24 Seconds}
{comments=1, state=closed, durationTime=3 Days 2 Hours 26 Minutes 7 Seconds}
{comments=1, state=closed, durationTime=0 Days 16 Hours 37 Minutes 8 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=8 Days 0 Hours 52 Minutes 29 Seconds}
{comments=1, state=closed, durationTime=70 Days 23 Hours 39 Minutes 38 Seconds}
{comments=1, state=closed, durationTime=10 Days 3 Hours 28 Minutes 13 Seconds}
{comments=1, state=closed, durationTime=11 Days 16 Hours 26 Minutes 12 Seconds}
{comments=1, state=closed, durationTime=12 Days 23 Hours 47 Minutes 59 Seconds}
{comments=1, state=closed, durationTime=14 Days 11 Hours 23 Minutes 45 Seconds}
{comments=1, state=closed, durationTime=16 Days 1 Hours 1 Minutes 48 Seconds}
{comments=1, state=closed, durationTime=20 Days 5 Hours 58 Minutes 5 Seconds}
{comments=1, state=closed, durationTime=21 Days 21 Hours 37 Minutes 20 Seconds}
{comments=1, state=closed, durationTime=28 Days 2 Hours 39 Minutes 55 Seconds}
{comments=1, state=closed, durationTime=1 Days 2 Hours 16 Minutes 4 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 4 Minutes 44 Seconds}
{comments=1, state=closed, durationTime=25 Days 18 Hours 24 Minutes 22 Seconds}
{comments=1, state=closed, durationTime=25 Days 22 Hours 45 Minutes 10 Seconds}
{comments=1, state=closed, durationTime=7 Days 7 Hours 15 Minutes 23 Seconds}
{comments=1, state=closed, durationTime=36 Days 0 Hours 2 Minutes 29 Seconds}
{comments=1, state=closed, durationTime=40 Days 2 Hours 34 Minutes 52 Seconds}
{comments=1, state=closed, durationTime=44 Days 17 Hours 46 Minutes 35 Seconds}
{comments=1, state=closed, durationTime=0 Days 1 Hours 35 Minutes 17 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 38 Minutes 22 Seconds}
{comments=1, state=closed, durationTime=10 Days 17 Hours 56 Minutes 5 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 0 Hours 42 Minutes 1 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 31 Minutes 18 Seconds}
{comments=1, state=closed, durationTime=0 Days 4 Hours 37 Minutes 35 Seconds}
{comments=1, state=closed, durationTime=133 Days 4 Hours 6 Minutes 54 Seconds}
{comments=1, state=closed, durationTime=545 Days 9 Hours 18 Minutes 52 Seconds}
{comments=1, state=closed, durationTime=0 Days 4 Hours 42 Minutes 55 Seconds}
{comments=1, state=closed, durationTime=863 Days 22 Hours 46 Minutes 7 Seconds}
{comments=1, state=closed, durationTime=90 Days 17 Hours 48 Minutes 30 Seconds}
{comments=1, state=closed, durationTime=152 Days 1 Hours 46 Minutes 10 Seconds}
{comments=1, state=closed, durationTime=91 Days 9 Hours 47 Minutes 33 Seconds}
{comments=1, state=closed, durationTime=0 Days 3 Hours 32 Minutes 8 Seconds}
{comments=1, state=closed, durationTime=97 Days 6 Hours 50 Minutes 31 Seconds}
{comments=1, state=closed, durationTime=97 Days 18 Hours 56 Minutes 5 Seconds}
{comments=1, state=closed, durationTime=0 Days 1 Hours 51 Minutes 30 Seconds}
{comments=1, state=closed, durationTime=0 Days 2 Hours 52 Minutes 24 Seconds}
{comments=1, state=closed, durationTime=1 Days 17 Hours 57 Minutes 49 Seconds}
{comments=1, state=closed, durationTime=2 Days 15 Hours 59 Minutes 14 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 26 Minutes 21 Seconds}
{comments=1, state=closed, durationTime=3 Days 22 Hours 43 Minutes 52 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 36 Minutes 53 Seconds}
{comments=1, state=closed, durationTime=3 Days 13 Hours 15 Minutes 40 Seconds}
{comments=1, state=closed, durationTime=4 Days 9 Hours 55 Minutes 15 Seconds}
{comments=1, state=closed, durationTime=4 Days 4 Hours 15 Minutes 52 Seconds}
{comments=1, state=closed, durationTime=5 Days 7 Hours 40 Minutes 21 Seconds}
{comments=1, state=closed, durationTime=128 Days 2 Hours 9 Minutes 36 Seconds}
{comments=1, state=closed, durationTime=0 Days 2 Hours 37 Minutes 34 Seconds}
{comments=1, state=closed, durationTime=1 Days 0 Hours 13 Minutes 31 Seconds}
{comments=1, state=closed, durationTime=14 Days 8 Hours 44 Minutes 8 Seconds}
{comments=1, state=closed, durationTime=0 Days 2 Hours 31 Minutes 25 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=8 Days 22 Hours 39 Minutes 26 Seconds}
{comments=1, state=closed, durationTime=149 Days 0 Hours 58 Minutes 12 Seconds}
{comments=1, state=closed, durationTime=0 Days 2 Hours 22 Minutes 35 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=220 Days 4 Hours 45 Minutes 27 Seconds}
{comments=1, state=closed, durationTime=6 Days 3 Hours 39 Minutes 44 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 5 Minutes 30 Seconds}
{comments=1, state=closed, durationTime=3 Days 23 Hours 5 Minutes 14 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 6 Minutes 36 Seconds}
{comments=1, state=closed, durationTime=0 Days 1 Hours 29 Minutes 36 Seconds}
{comments=1, state=closed, durationTime=0 Days 6 Hours 37 Minutes 3 Seconds}
{comments=1, state=closed, durationTime=1 Days 21 Hours 30 Minutes 9 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 4 Minutes 8 Seconds}
{comments=1, state=closed, durationTime=0 Days 1 Hours 53 Minutes 1 Seconds}
{comments=1, state=closed, durationTime=0 Days 8 Hours 11 Minutes 54 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=30 Days 21 Hours 32 Minutes 44 Seconds}
{comments=1, state=closed, durationTime=15 Days 5 Hours 24 Minutes 31 Seconds}
{comments=1, state=closed, durationTime=363 Days 6 Hours 13 Minutes 5 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 5 Minutes 3 Seconds}
{comments=1, state=closed, durationTime=0 Days 1 Hours 0 Minutes 42 Seconds}
{comments=1, state=closed, durationTime=5 Days 18 Hours 20 Minutes 43 Seconds}
{comments=1, state=closed, durationTime=6 Days 4 Hours 1 Minutes 50 Seconds}
{comments=1, state=closed, durationTime=0 Days 8 Hours 58 Minutes 19 Seconds}
{comments=1, state=closed, durationTime=6 Days 20 Hours 34 Minutes 9 Seconds}
{comments=1, state=closed, durationTime=0 Days 22 Hours 30 Minutes 49 Seconds}
{comments=1, state=closed, durationTime=0 Days 22 Hours 7 Minutes 37 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 8 Minutes 45 Seconds}
{comments=1, state=closed, durationTime=0 Days 16 Hours 4 Minutes 20 Seconds}
{comments=1, state=closed, durationTime=36 Days 8 Hours 2 Minutes 54 Seconds}
{comments=1, state=closed, durationTime=3 Days 3 Hours 21 Minutes 35 Seconds}
{comments=1, state=closed, durationTime=15 Days 3 Hours 49 Minutes 51 Seconds}
{comments=1, state=closed, durationTime=0 Days 23 Hours 41 Minutes 11 Seconds}
{comments=1, state=closed, durationTime=5 Days 4 Hours 18 Minutes 3 Seconds}
{comments=1, state=closed, durationTime=1 Days 13 Hours 11 Minutes 8 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 2 Minutes 33 Seconds}
{comments=1, state=closed, durationTime=1 Days 14 Hours 31 Minutes 36 Seconds}
{comments=1, state=closed, durationTime=0 Days 19 Hours 40 Minutes 35 Seconds}
{comments=1, state=closed, durationTime=0 Days 1 Hours 14 Minutes 32 Seconds}
{comments=1, state=closed, durationTime=2 Days 18 Hours 3 Minutes 0 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 15 Minutes 17 Seconds}
{comments=1, state=closed, durationTime=13 Days 0 Hours 1 Minutes 34 Seconds}
{comments=1, state=closed, durationTime=0 Days 22 Hours 23 Minutes 13 Seconds}
{comments=1, state=closed, durationTime=9 Days 19 Hours 17 Minutes 26 Seconds}
{comments=1, state=closed, durationTime=2 Days 6 Hours 56 Minutes 9 Seconds}
{comments=1, state=closed, durationTime=0 Days 20 Hours 22 Minutes 12 Seconds}
{comments=1, state=closed, durationTime=0 Days 3 Hours 33 Minutes 54 Seconds}
{comments=1, state=closed, durationTime=6 Days 19 Hours 23 Minutes 15 Seconds}
{comments=1, state=closed, durationTime=0 Days 19 Hours 21 Minutes 37 Seconds}
{comments=1, state=closed, durationTime=3 Days 2 Hours 23 Minutes 29 Seconds}
{comments=1, state=closed, durationTime=4 Days 17 Hours 15 Minutes 17 Seconds}
{comments=1, state=closed, durationTime=168 Days 9 Hours 46 Minutes 27 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=176 Days 10 Hours 35 Minutes 36 Seconds}
{comments=1, state=closed, durationTime=0 Days 1 Hours 57 Minutes 24 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 13 Minutes 3 Seconds}
{comments=1, state=closed, durationTime=140 Days 21 Hours 3 Minutes 58 Seconds}
{comments=1, state=closed, durationTime=11 Days 20 Hours 33 Minutes 1 Seconds}
{comments=1, state=closed, durationTime=12 Days 1 Hours 51 Minutes 13 Seconds}
{comments=1, state=closed, durationTime=128 Days 4 Hours 50 Minutes 52 Seconds}
{comments=1, state=closed, durationTime=132 Days 19 Hours 10 Minutes 36 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 1 Minutes 2 Seconds}
{comments=1, state=closed, durationTime=6 Days 1 Hours 48 Minutes 25 Seconds}
{comments=1, state=closed, durationTime=2 Days 1 Hours 4 Minutes 48 Seconds}
{comments=1, state=closed, durationTime=0 Days 3 Hours 11 Minutes 46 Seconds}
{comments=1, state=closed, durationTime=2 Days 17 Hours 44 Minutes 22 Seconds}
{comments=1, state=closed, durationTime=0 Days 18 Hours 11 Minutes 12 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 4 Minutes 44 Seconds}
{comments=1, state=closed, durationTime=3 Days 14 Hours 1 Minutes 2 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 13 Minutes 27 Seconds}
{comments=1, state=closed, durationTime=14 Days 22 Hours 21 Minutes 17 Seconds}
{comments=1, state=closed, durationTime=25 Days 23 Hours 30 Minutes 5 Seconds}
{comments=1, state=closed, durationTime=0 Days 5 Hours 38 Minutes 40 Seconds}
{comments=1, state=closed, durationTime=0 Days 3 Hours 7 Minutes 40 Seconds}
{comments=1, state=closed, durationTime=1104 Days 0 Hours 18 Minutes 15 Seconds}
{comments=1, state=closed, durationTime=1 Days 23 Hours 46 Minutes 6 Seconds}
{comments=1, state=closed, durationTime=2 Days 7 Hours 22 Minutes 34 Seconds}
{comments=1, state=closed, durationTime=5 Days 19 Hours 13 Minutes 16 Seconds}
{comments=1, state=closed, durationTime=6 Days 15 Hours 57 Minutes 23 Seconds}
{comments=1, state=closed, durationTime=0 Days 3 Hours 45 Minutes 51 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 9 Minutes 16 Seconds}
{comments=1, state=closed, durationTime=21 Days 15 Hours 52 Minutes 36 Seconds}
{comments=1, state=closed, durationTime=11 Days 5 Hours 0 Minutes 9 Seconds}
{comments=1, state=closed, durationTime=20 Days 6 Hours 49 Minutes 5 Seconds}
{comments=1, state=closed, durationTime=0 Days 5 Hours 16 Minutes 4 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 13 Minutes 57 Seconds}
{comments=1, state=closed, durationTime=0 Days 7 Hours 28 Minutes 56 Seconds}
{comments=1, state=closed, durationTime=0 Days 11 Hours 53 Minutes 55 Seconds}
{comments=1, state=closed, durationTime=25 Days 12 Hours 45 Minutes 31 Seconds}
{comments=1, state=closed, durationTime=1 Days 1 Hours 43 Minutes 33 Seconds}
{comments=1, state=closed, durationTime=28 Days 0 Hours 21 Minutes 30 Seconds}
{comments=1, state=closed, durationTime=43 Days 9 Hours 31 Minutes 1 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 1 Minutes 39 Seconds}
{comments=1, state=closed, durationTime=0 Days 7 Hours 29 Minutes 1 Seconds}
{comments=1, state=closed, durationTime=3 Days 14 Hours 27 Minutes 54 Seconds}
{comments=1, state=closed, durationTime=6 Days 17 Hours 57 Minutes 45 Seconds}
{comments=1, state=closed, durationTime=2 Days 4 Hours 8 Minutes 10 Seconds}
{comments=1, state=closed, durationTime=0 Days 8 Hours 9 Minutes 15 Seconds}
{comments=1, state=closed, durationTime=28 Days 22 Hours 12 Minutes 21 Seconds}
{comments=1, state=closed, durationTime=36 Days 21 Hours 36 Minutes 43 Seconds}
{comments=1, state=closed, durationTime=68 Days 23 Hours 6 Minutes 36 Seconds}
{comments=1, state=closed, durationTime=7 Days 20 Hours 21 Minutes 42 Seconds}
{comments=1, state=closed, durationTime=13 Days 0 Hours 56 Minutes 17 Seconds}
{comments=1, state=closed, durationTime=60 Days 19 Hours 41 Minutes 41 Seconds}
{comments=1, state=closed, durationTime=24 Days 3 Hours 4 Minutes 12 Seconds}
{comments=1, state=closed, durationTime=4 Days 18 Hours 18 Minutes 8 Seconds}
{comments=1, state=closed, durationTime=8 Days 18 Hours 29 Minutes 53 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 1 Minutes 31 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 0 Minutes 28 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 26 Minutes 52 Seconds}
{comments=1, state=closed, durationTime=1 Days 14 Hours 42 Minutes 26 Seconds}
{comments=1, state=closed, durationTime=85 Days 9 Hours 23 Minutes 19 Seconds}
{comments=1, state=closed, durationTime=65 Days 19 Hours 39 Minutes 18 Seconds}
{comments=1, state=closed, durationTime=16 Days 21 Hours 15 Minutes 17 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 58 Minutes 14 Seconds}
{comments=1, state=closed, durationTime=3 Days 3 Hours 0 Minutes 20 Seconds}
{comments=1, state=closed, durationTime=3 Days 9 Hours 39 Minutes 17 Seconds}
{comments=1, state=closed, durationTime=0 Days 18 Hours 6 Minutes 34 Seconds}
{comments=1, state=closed, durationTime=4 Days 19 Hours 34 Minutes 14 Seconds}
